Номер узла;Номер кластера;transactionAmount|Сумма;transactionDateTime|Количество;transactionAmount|Среднее;merchantCategoryCode|Кол-во уникальных;transactionDateTime|Минимум;transactionDateTime|Максимум;merchantCategoryCode|Мода;merchantCategoryCode|Мода|Значение;merchantCategoryCode|Мода|Координата;creditLimit|Среднее;currentBalance|Среднее
111;111;?;?;?;?;?;?;?;fastfood;1,8058581367263986E-31;?;?
111;111;?;?;?;?;?;?;?;food;1,9593073697067057E-49;?;?
111;111;?;?;?;?;?;?;?;food_delivery;8,369600378465238E-16;?;?
111;111;?;?;?;?;?;?;?;fuel;4,7435476817223324E-70;?;?
111;111;?;?;?;?;?;?;?;furniture;1,0511058370706886E-31;?;?
111;111;?;?;?;?;?;?;?;gym;1,0805445481928343E-31;?;?
111;111;?;?;?;?;?;?;?;health;1,0071616368554076E-15;?;?
111;111;?;?;?;?;?;?;?;hotels;2,5491306614971314E-40;?;?
111;111;?;?;?;?;?;?;?;mobileapps;5,717147511404716E-40;?;?
111;111;?;?;?;?;?;?;?;online_gifts;1,1118004555084508E-31;?;?
111;111;?;?;?;?;?;?;?;online_retail;7,036629252710705E-24;?;?
111;111;?;?;?;?;?;?;?;online_subscriptions;2,378172091785165E-40;?;?
111;111;?;?;?;?;?;?;?;personal care;0,9999999999999947;?;?
111;111;?;?;?;?;?;?;?;rideshare;1,581578175878271E-70;?;?
111;111;?;?;?;?;?;?;?;subscriptions;1,6943952987005475E-16;?;?
112;112;41124,63580588082;285;131,0844122801814;5;16.01.2016 13:44:23;19.12.2016 09:46:59;health;airline;1,5946358685579318E-10;8754,064760162886;2481,8397780840955
112;112;?;?;?;?;?;?;?;auto;4,409405196179489E-15;?;?
112;112;?;?;?;?;?;?;?;cable/phone;1,2322537784168585E-15;?;?
112;112;?;?;?;?;?;?;?;entertainment;5,824741762262406E-22;?;?
112;112;?;?;?;?;?;?;?;fastfood;8,351289109660257E-22;?;?
112;112;?;?;?;?;?;?;?;food;4,582052314200411E-22;?;?
112;112;?;?;?;?;?;?;?;food_delivery;0,00018330581649058714;?;?
112;112;?;?;?;?;?;?;?;fuel;2,0119885565105632E-37;?;?
112;112;?;?;?;?;?;?;?;furniture;1,4965839086548466E-9;?;?
112;112;?;?;?;?;?;?;?;gym;2,285559913622329E-15;?;?
112;112;?;?;?;?;?;?;?;health;0,701201349377112;?;?
112;112;?;?;?;?;?;?;?;hotels;1,7711144473381647E-29;?;?
112;112;?;?;?;?;?;?;?;mobileapps;1,5142313496792494E-21;?;?
112;112;?;?;?;?;?;?;?;online_gifts;1,6296082145572157E-9;?;?
112;112;?;?;?;?;?;?;?;online_retail;6,518723079469977E-10;?;?
112;112;?;?;?;?;?;?;?;online_subscriptions;3,658063588550004E-29;?;?
112;112;?;?;?;?;?;?;?;personal care;0,2985871195978185;?;?
112;112;?;?;?;?;?;?;?;rideshare;6,731294347770008E-38;?;?
112;112;?;?;?;?;?;?;?;subscriptions;0,00002822127107500485;?;?
113;113;6641,317363363168;49;125,40182265506354;3;11.02.2016 05:44:29;08.12.2016 22:38:52;health;airline;1,784347351973032E-37;6015,390075947515;562,7794117141593
113;113;?;?;?;?;?;?;?;auto;3,462308038596944E-45;?;?
113;113;?;?;?;?;?;?;?;cable/phone;5,071425920427521E-28;?;?
113;113;?;?;?;?;?;?;?;entertainment;1,6353579246536855E-36;?;?
113;113;?;?;?;?;?;?;?;fastfood;1,216188620931632E-54;?;?
113;113;?;?;?;?;?;?;?;food;2,785388313312806E-45;?;?
113;113;?;?;?;?;?;?;?;food_delivery;1,9466945654022554E-18;?;?
113;113;?;?;?;?;?;?;?;fuel;1,5949163164509832E-54;?;?
113;113;?;?;?;?;?;?;?;furniture;9,528161464048737E-19;?;?
113;113;?;?;?;?;?;?;?;gym;1,7861864007357483E-45;?;?
113;113;?;?;?;?;?;?;?;health;0,9999999999999952;?;?
113;113;?;?;?;?;?;?;?;hotels;9,044929662387455E-65;?;?
113;113;?;?;?;?;?;?;?;mobileapps;5,949322249854724E-45;?;?
113;113;?;?;?;?;?;?;?;online_gifts;1,021822902292192E-18;?;?
113;113;?;?;?;?;?;?;?;online_retail;6,277042648916206E-36;?;?
113;113;?;?;?;?;?;?;?;online_subscriptions;1,720181333381812E-64;?;?
113;113;?;?;?;?;?;?;?;personal care;8,252382803340883E-19;?;?
113;113;?;?;?;?;?;?;?;rideshare;6,0836815437799866E-55;?;?
113;113;?;?;?;?;?;?;?;subscriptions;2,4809225414632186E-27;?;?
114;114;16621,690343125465;116;126,02385720176878;4;24.01.2016 06:26:32;10.12.2016 19:56:36;health;airline;2,5034797670308535E-21;8875,200430254783;1480,6725570486658
114;114;?;?;?;?;?;?;?;auto;3,6886572330523755E-27;?;?
114;114;?;?;?;?;?;?;?;cable/phone;0,00011421161415055847;?;?
114;114;?;?;?;?;?;?;?;entertainment;8,669710524493425E-9;?;?
114;114;?;?;?;?;?;?;?;fastfood;5,433735948872622E-35;?;?
114;114;?;?;?;?;?;?;?;food;3,1783129018761683E-20;?;?
114;114;?;?;?;?;?;?;?;food_delivery;0,00011258821154731966;?;?
114;114;?;?;?;?;?;?;?;fuel;5,551132641864819E-20;?;?
114;114;?;?;?;?;?;?;?;furniture;0,4604719316166689;?;?
114;114;?;?;?;?;?;?;?;gym;2,058688359944037E-27;?;?
114;114;?;?;?;?;?;?;?;health;0,5388051749781783;?;?
114;114;?;?;?;?;?;?;?;hotels;1,1200983017752529E-43;?;?
114;114;?;?;?;?;?;?;?;mobileapps;5,823303805341829E-20;?;?
114;114;?;?;?;?;?;?;?;online_gifts;0,0004960691200093993;?;?
114;114;?;?;?;?;?;?;?;online_retail;7,793842865348684E-14;?;?
114;114;?;?;?;?;?;?;?;online_subscriptions;2,401368085571117E-43;?;?
114;114;?;?;?;?;?;?;?;personal care;6,394623807467812E-9;?;?
114;114;?;?;?;?;?;?;?;rideshare;1,876520332096144E-20;?;?
114;114;?;?;?;?;?;?;?;subscriptions;9,39505604039082E-9;?;?
115;115;21072,3868146559;147;126,30327328647888;5;11.01.2016 13:29:46;20.12.2016 23:37:43;furniture;airline;7,120561785228334E-52;12541,666409311525;2467,803413099331
115;115;?;?;?;?;?;?;?;auto;2,946505232735213E-60;?;?
115;115;?;?;?;?;?;?;?;cable/phone;1,489963640227059E-17;?;?
115;115;?;?;?;?;?;?;?;entertainment;2,6398543184999795E-17;?;?
115;115;?;?;?;?;?;?;?;fastfood;3,3724862754445994E-70;?;?
115;115;?;?;?;?;?;?;?;food;1,194341652794253E-41;?;?
115;115;?;?;?;?;?;?;?;food_delivery;1,381708891705618E-25;?;?
115;115;?;?;?;?;?;?;?;fuel;7,271143510507742E-33;?;?
115;115;?;?;?;?;?;?;?;furniture;0,9999999999999949;?;?
115;115;?;?;?;?;?;?;?;gym;1,5559736764053516E-60;?;?
115;115;?;?;?;?;?;?;?;health;3,102653807436178E-17;?;?
115;115;?;?;?;?;?;?;?;hotels;7,542675287453152E-81;?;?
115;115;?;?;?;?;?;?;?;mobileapps;1,215976168033606E-41;?;?
115;115;?;?;?;?;?;?;?;online_gifts;9,256338365401697E-17;?;?
115;115;?;?;?;?;?;?;?;online_retail;6,169291600605033E-33;?;?
115;115;?;?;?;?;?;?;?;online_subscriptions;1,6257603411799288E-80;?;?
115;115;?;?;?;?;?;?;?;personal care;2,6988679868228144E-33;?;?
115;115;?;?;?;?;?;?;?;rideshare;1,850467167123756E-33;?;?
115;115;?;?;?;?;?;?;?;subscriptions;3,5407932952016565E-33;?;?
116;116;17065,645155293238;121;120,1628438012427;4;14.01.2016 21:53:18;19.12.2016 10:04:22;entertainment;airline;5,7730576026583284E-37;21053,491665240657;2493,4698134470927
116;116;?;?;?;?;?;?;?;auto;1,6612288224926993E-44;?;?
116;116;?;?;?;?;?;?;?;cable/phone;0,00010977434549756458;?;?
116;116;?;?;?;?;?;?;?;entertainment;0,5266809544464036;?;?
116;116;?;?;?;?;?;?;?;fastfood;4,1666644468805887E-54;?;?
116;116;?;?;?;?;?;?;?;food;1,1903661505799615E-20;?;?
116;116;?;?;?;?;?;?;?;food_delivery;1,1980564814916355E-14;?;?
116;116;?;?;?;?;?;?;?;fuel;7,295006290142514E-9;?;?
116;116;?;?;?;?;?;?;?;furniture;0,4727331924106233;?;?
116;116;?;?;?;?;?;?;?;gym;8,431897896707386E-45;?;?
116;116;?;?;?;?;?;?;?;health;5,972758432715042E-9;?;?
116;116;?;?;?;?;?;?;?;hotels;1,6444200346823263E-64;?;?
116;116;?;?;?;?;?;?;?;mobileapps;6,5384867757538345E-28;?;?
116;116;?;?;?;?;?;?;?;online_gifts;0,0004760655296557921;?;?
116;116;?;?;?;?;?;?;?;online_retail;2,5379479466322822E-14;?;?
116;116;?;?;?;?;?;?;?;online_subscriptions;3,707849982788316E-64;?;?
116;116;?;?;?;?;?;?;?;personal care;6,125622579330183E-21;?;?
116;116;?;?;?;?;?;?;?;rideshare;2,0353201481670354E-14;?;?
116;116;?;?;?;?;?;?;?;subscriptions;9,755502786437125E-21;?;?
117;117;2334,702507686333;23;99,26915616060082;3;03.02.2016 12:14:42;13.12.2016 10:36:04;entertainment;airline;1,1468138204408858E-69;14978,838948828674;765,3104550852668
117;117;?;?;?;?;?;?;?;auto;2,484007703650928E-80;?;?
117;117;?;?;?;?;?;?;?;cable/phone;2,611517883561117E-21;?;?
117;117;?;?;?;?;?;?;?;entertainment;0,9999999999998826;?;?
117;117;?;?;?;?;?;?;?;fastfood;6,8856619940993524E-93;?;?
117;117;?;?;?;?;?;?;?;food;1,059564808775364E-37;?;?
117;117;?;?;?;?;?;?;?;food_delivery;3,959349006724677E-38;?;?
117;117;?;?;?;?;?;?;?;fuel;7,962317848818192E-21;?;?
117;117;?;?;?;?;?;?;?;furniture;5,962185769530675E-14;?;?
117;117;?;?;?;?;?;?;?;gym;1,311044287779698E-80;?;?
117;117;?;?;?;?;?;?;?;health;4,572899498722255E-29;?;?
117;117;?;?;?;?;?;?;?;hotels;4,3248859229494105E-106;?;?
117;117;?;?;?;?;?;?;?;mobileapps;1,4111452278557533E-57;?;?
117;117;?;?;?;?;?;?;?;online_gifts;5,776926367541249E-14;?;?
117;117;?;?;?;?;?;?;?;online_retail;4,7370681291686455E-29;?;?
117;117;?;?;?;?;?;?;?;online_subscriptions;9,373588731041077E-106;?;?
117;117;?;?;?;?;?;?;?;personal care;1,7095459119973961E-47;?;?
117;117;?;?;?;?;?;?;?;rideshare;8,008269096366182E-29;?;?
117;117;?;?;?;?;?;?;?;subscriptions;2,4460259998186747E-47;?;?
118;118;16378,53035236634;116;137,32300226906372;4;08.01.2016 13:32:47;25.12.2016 09:12:19;entertainment;airline;9,427687165499358E-104;5870,240879758602;1711,1890626188078
118;118;?;?;?;?;?;?;?;auto;2,0732352828679033E-116;?;?
118;118;?;?;?;?;?;?;?;cable/phone;9,154887068295149E-45;?;?
118;118;?;?;?;?;?;?;?;entertainment;0,9999999999999969;?;?
118;118;?;?;?;?;?;?;?;fastfood;5,294346000656701E-131;?;?
118;118;?;?;?;?;?;?;?;food;1,8111145540311296E-55;?;?
118;118;?;?;?;?;?;?;?;food_delivery;2,579676579156233E-66;?;?
118;118;?;?;?;?;?;?;?;fuel;1,1162203318654269E-33;?;?
118;118;?;?;?;?;?;?;?;furniture;3,989977937066232E-34;?;?
118;118;?;?;?;?;?;?;?;gym;9,774639190460436E-117;?;?
118;118;?;?;?;?;?;?;?;health;3,7678801599981715E-55;?;?
118;118;?;?;?;?;?;?;?;hotels;3,616281975738312E-146;?;?
118;118;?;?;?;?;?;?;?;mobileapps;1,0960313965104113E-89;?;?
118;118;?;?;?;?;?;?;?;online_gifts;3,7300134784695135E-34;?;?
118;118;?;?;?;?;?;?;?;online_retail;3,870136234542566E-55;?;?
118;118;?;?;?;?;?;?;?;online_subscriptions;7,357786936679914E-146;?;?
118;118;?;?;?;?;?;?;?;personal care;1,2607483965077368E-77;?;?
118;118;?;?;?;?;?;?;?;rideshare;2,877804072149097E-44;?;?
118;118;?;?;?;?;?;?;?;subscriptions;1,802654529621901E-77;?;?
119;119;5692,917041745595;45;113,65686890519885;3;19.01.2016 06:05:37;20.12.2016 00:55:28;entertainment;airline;4,790352863489598E-113;3467,8281133155124;414,937516675017
119;119;?;?;?;?;?;?;?;auto;2,927487628997734E-126;?;?
119;119;?;?;?;?;?;?;?;cable/phone;2,570837912258369E-50;?;?
119;119;?;?;?;?;?;?;?;entertainment;0,9999999999999969;?;?
119;119;?;?;?;?;?;?;?;fastfood;2,0020936766987942E-141;?;?
119;119;?;?;?;?;?;?;?;food;6,484969068386354E-61;?;?
119;119;?;?;?;?;?;?;?;food_delivery;4,515814240340532E-73;?;?
119;119;?;?;?;?;?;?;?;fuel;1,0231757625683043E-29;?;?
119;119;?;?;?;?;?;?;?;furniture;8,465938930463658E-40;?;?
119;119;?;?;?;?;?;?;?;gym;1,5280257542171786E-126;?;?
119;119;?;?;?;?;?;?;?;health;3,949174118912214E-61;?;?
119;119;?;?;?;?;?;?;?;hotels;2,0404886093932473E-157;?;?
119;119;?;?;?;?;?;?;?;mobileapps;2,9160373880146388E-98;?;?
119;119;?;?;?;?;?;?;?;online_gifts;9,214837241141239E-40;?;?
119;119;?;?;?;?;?;?;?;online_retail;4,366769370740839E-61;?;?
119;119;?;?;?;?;?;?;?;online_subscriptions;4,223501577566566E-157;?;?
119;119;?;?;?;?;?;?;?;personal care;2,454403874709332E-85;?;?
119;119;?;?;?;?;?;?;?;rideshare;1,705018825327591E-39;?;?
119;119;?;?;?;?;?;?;?;subscriptions;3,417873375218343E-85;?;?
120;120;62670,9596761626;432;135,68311735066823;6;11.01.2016 17:00:16;20.12.2016 16:02:07;fastfood;airline;1,903063549973256E-21;13428,003337246017;2506,481594636898
120;120;?;?;?;?;?;?;?;auto;3,015327089970868E-9;?;?
120;120;?;?;?;?;?;?;?;cable/phone;1,4461499504065515E-62;?;?
120;120;?;?;?;?;?;?;?;entertainment;1,842833440332997E-63;?;?
120;120;?;?;?;?;?;?;?;fastfood;0,7183536844582952;?;?
120;120;?;?;?;?;?;?;?;food;7,817000849536447E-62;?;?
120;120;?;?;?;?;?;?;?;food_delivery;1,2753513736091366E-37;?;?
120;120;?;?;?;?;?;?;?;fuel;-2,2293867082825455E-61;?;?
120;120;?;?;?;?;?;?;?;furniture;2,621017406600265E-62;?;?
120;120;?;?;?;?;?;?;?;gym;1,2042796704177425E-37;?;?
120;120;?;?;?;?;?;?;?;health;1,3977941573620926E-46;?;?
120;120;?;?;?;?;?;?;?;hotels;0,28164631015174124;?;?
120;120;?;?;?;?;?;?;?;mobileapps;2,60391797523734E-56;?;?
120;120;?;?;?;?;?;?;?;online_gifts;1,1122417388485777E-61;?;?
120;120;?;?;?;?;?;?;?;online_retail;2,3746398136182673E-9;?;?
120;120;?;?;?;?;?;?;?;online_subscriptions;4,418695472898468E-29;?;?
120;120;?;?;?;?;?;?;?;personal care;1,7608256626859175E-21;?;?
120;120;?;?;?;?;?;?;?;rideshare;1,356918068685406E-61;?;?
120;120;?;?;?;?;?;?;?;subscriptions;4,1112590589668813E-38;?;?
121;121;33620,01034713239;235;136,9869436482029;5;07.01.2016 20:44:14;24.12.2016 00:01:35;fastfood;airline;5,496713898597118E-15;12501,959397707857;3853,7961479817277
121;121;?;?;?;?;?;?;?;auto;0,00013789921632180596;?;?
121;121;?;?;?;?;?;?;?;cable/phone;3,265835421474085E-57;?;?
121;121;?;?;?;?;?;?;?;entertainment;1,505197247507419E-66;?;?
121;121;?;?;?;?;?;?;?;fastfood;0,5728194854775033;?;?
121;121;?;?;?;?;?;?;?;food;3,105100977802217E-66;?;?
121;121;?;?;?;?;?;?;?;food_delivery;1,9211528410735235E-29;?;?
121;121;?;?;?;?;?;?;?;fuel;-3,741816618092246E-66;?;?
121;121;?;?;?;?;?;?;?;furniture;5,252737126922931E-57;?;?
121;121;?;?;?;?;?;?;?;gym;1,6126722207106883E-29;?;?
121;121;?;?;?;?;?;?;?;health;1,3032125821024208E-37;?;?
121;121;?;?;?;?;?;?;?;hotels;0,4270426134838556;?;?
121;121;?;?;?;?;?;?;?;mobileapps;1,5305394636607382E-46;?;?
121;121;?;?;?;?;?;?;?;online_gifts;6,155491662786312E-57;?;?
121;121;?;?;?;?;?;?;?;online_retail;1,8223190838473283E-9;?;?
121;121;?;?;?;?;?;?;?;online_subscriptions;2,366461801602024E-29;?;?
121;121;?;?;?;?;?;?;?;personal care;4,924383255025698E-15;?;?
121;121;?;?;?;?;?;?;?;rideshare;4,0180395685033445E-66;?;?
121;121;?;?;?;?;?;?;?;subscriptions;5,565951662038357E-30;?;?
122;122;38507,168196538165;268;133,05732620601455;5;10.01.2016 07:13:45;24.12.2016 20:03:38;auto;airline;1,6721998857777368E-9;8708,605134951427;3324,8973714158874
122;122;?;?;?;?;?;?;?;auto;0,5130601515959186;?;?
122;122;?;?;?;?;?;?;?;cable/phone;1,878537076217963E-46;?;?
122;122;?;?;?;?;?;?;?;entertainment;2,3894107829905215E-56;?;?
122;122;?;?;?;?;?;?;?;fastfood;0,2438974528849755;?;?
122;122;?;?;?;?;?;?;?;food;3,1653628559286166E-66;?;?
122;122;?;?;?;?;?;?;?;food_delivery;1,3008792252362028E-21;?;?
122;122;?;?;?;?;?;?;?;fuel;-1,2624092685322167E-68;?;?
122;122;?;?;?;?;?;?;?;furniture;3,101011749339696E-46;?;?
122;122;?;?;?;?;?;?;?;gym;9,95475522945965E-22;?;?
122;122;?;?;?;?;?;?;?;health;8,85223842106364E-29;?;?
122;122;?;?;?;?;?;?;?;hotels;0,24304238902783076;?;?
122;122;?;?;?;?;?;?;?;mobileapps;7,775988375422195E-37;?;?
122;122;?;?;?;?;?;?;?;online_gifts;3,629838235147324E-46;?;?
122;122;?;?;?;?;?;?;?;online_retail;1,8306032839994321E-9;?;?
122;122;?;?;?;?;?;?;?;online_subscriptions;6,494474860729368E-29;?;?
122;122;?;?;?;?;?;?;?;personal care;2,9884872567447516E-9;?;?
122;122;?;?;?;?;?;?;?;rideshare;3,787809555791392E-68;?;?
122;122;?;?;?;?;?;?;?;subscriptions;3,5166447973749847E-22;?;?
123;123;40236,52423998729;281;133,53645601088996;5;13.01.2016 10:42:26;23.12.2016 04:18:21;auto;airline;2,2558679804493754E-34;7481,2977352601665;2148,2668655483462
123;123;?;?;?;?;?;?;?;auto;0,9999999999999957;?;?
123;123;?;?;?;?;?;?;?;cable/phone;1,3557941398247457E-74;?;?
123;123;?;?;?;?;?;?;?;entertainment;1,031226513107496E-85;?;?
123;123;?;?;?;?;?;?;?;fastfood;7,898287314909778E-24;?;?
123;123;?;?;?;?;?;?;?;food;2,2672365036351956E-96;?;?
123;123;?;?;?;?;?;?;?;food_delivery;4,059970766052061E-44;?;?
123;123;?;?;?;?;?;?;?;fuel;7,341936980389431E-121;?;?
123;123;?;?;?;?;?;?;?;furniture;2,5822245366139514E-74;?;?
123;123;?;?;?;?;?;?;?;gym;5,592009680926028E-54;?;?
123;123;?;?;?;?;?;?;?;health;1,1112951813175716E-53;?;?
123;123;?;?;?;?;?;?;?;hotels;6,769255057843098E-24;?;?
123;123;?;?;?;?;?;?;?;mobileapps;1,3128923536996783E-63;?;?
123;123;?;?;?;?;?;?;?;online_gifts;2,7390574382346807E-74;?;?
123;123;?;?;?;?;?;?;?;online_retail;5,489131648614444E-34;?;?
123;123;?;?;?;?;?;?;?;online_subscriptions;1,005616965101057E-63;?;?
123;123;?;?;?;?;?;?;?;personal care;6,448230280601054E-24;?;?
123;123;?;?;?;?;?;?;?;rideshare;7,832223531607449E-109;?;?
123;123;?;?;?;?;?;?;?;subscriptions;7,77093575357483E-45;?;?
124;124;23172,598452187744;163;134,7243821507627;4;15.01.2016 00:02:50;20.12.2016 19:59:29;auto;airline;4,878863054455578E-10;9824,858615870135;1780,8986576186378
124;124;?;?;?;?;?;?;?;auto;0,5483072498434203;?;?
124;124;?;?;?;?;?;?;?;cable/phone;3,8592045672811803E-31;?;?
124;124;?;?;?;?;?;?;?;entertainment;7,1907599907480015E-40;?;?
124;124;?;?;?;?;?;?;?;fastfood;9,162733626892157E-10;?;?
124;124;?;?;?;?;?;?;?;food;2,016968687038851E-48;?;?
124;124;?;?;?;?;?;?;?;food_delivery;7,181124187119265E-10;?;?
124;124;?;?;?;?;?;?;?;fuel;1,1661706486669628E-69;?;?
124;124;?;?;?;?;?;?;?;furniture;6,824995859741066E-31;?;?
124;124;?;?;?;?;?;?;?;gym;4,6644977152832335E-23;?;?
124;124;?;?;?;?;?;?;?;health;8,864276928072544E-16;?;?
124;124;?;?;?;?;?;?;?;hotels;7,030552959182317E-10;?;?
124;124;?;?;?;?;?;?;?;mobileapps;2,2523198357285563E-30;?;?
124;124;?;?;?;?;?;?;?;online_gifts;6,589062264481944E-31;?;?
124;124;?;?;?;?;?;?;?;online_retail;0,000021005619717686923;?;?
124;124;?;?;?;?;?;?;?;online_subscriptions;1,0493901133514875E-30;?;?
124;124;?;?;?;?;?;?;?;personal care;0,4516717415569084;?;?
124;124;?;?;?;?;?;?;?;rideshare;4,498763936985717E-59;?;?
124;124;?;?;?;?;?;?;?;subscriptions;1,5464431020285324E-10;?;?
125;125;6966,162592253546;50;139,7581657220806;3;17.01.2016 21:49:49;13.12.2016 01:31:57;personal care;airline;2,5315821962468117E-25;5675,679344911684;866,1052557507163
125;125;?;?;?;?;?;?;?;auto;8,593318623282722E-17;?;?
125;125;?;?;?;?;?;?;?;cable/phone;1,8367413953599463E-43;?;?
125;125;?;?;?;?;?;?;?;entertainment;4,161940731851291E-53;?;?
125;125;?;?;?;?;?;?;?;fastfood;8,139017673573191E-34;?;?
125;125;?;?;?;?;?;?;?;food;1,2847624634943874E-62;?;?
125;125;?;?;?;?;?;?;?;food_delivery;7,161887840421082E-17;?;?
125;125;?;?;?;?;?;?;?;fuel;2,642584188644804E-85;?;?
125;125;?;?;?;?;?;?;?;furniture;3,40711567169036E-43;?;?
125;125;?;?;?;?;?;?;?;gym;3,2713514684147327E-43;?;?
125;125;?;?;?;?;?;?;?;health;4,933036327322797E-25;?;?
125;125;?;?;?;?;?;?;?;hotels;7,092852204226017E-34;?;?
125;125;?;?;?;?;?;?;?;mobileapps;3,3191286857653693E-52;?;?
125;125;?;?;?;?;?;?;?;online_gifts;3,833943988862503E-43;?;?
125;125;?;?;?;?;?;?;?;online_retail;1,7141900162656823E-17;?;?
125;125;?;?;?;?;?;?;?;online_subscriptions;1,3654319014596143E-52;?;?
125;125;?;?;?;?;?;?;?;personal care;0,9999999999999949;?;?
125;125;?;?;?;?;?;?;?;rideshare;3,974744551570849E-74;?;?
125;125;?;?;?;?;?;?;?;subscriptions;7,417795185827771E-26;?;?
126;126;15171,571752629217;119;109,27242362379143;4;27.01.2016 15:34:27;23.12.2016 17:24:34;personal care;airline;6,046914158161746E-11;6200,649839547996;1322,2211304517245
126;126;?;?;?;?;?;?;?;auto;1,056713586702467E-9;?;?
126;126;?;?;?;?;?;?;?;cable/phone;2,9673278786154563E-16;?;?
126;126;?;?;?;?;?;?;?;entertainment;2,658051719774319E-23;?;?
126;126;?;?;?;?;?;?;?;fastfood;1,2239258583558907E-22;?;?
126;126;?;?;?;?;?;?;?;food;1,2376195844052085E-30;?;?
126;126;?;?;?;?;?;?;?;food_delivery;0,4600643235244418;?;?
126;126;?;?;?;?;?;?;?;fuel;7,965370922188201E-48;?;?
126;126;?;?;?;?;?;?;?;furniture;6,075152083869063E-16;?;?
126;126;?;?;?;?;?;?;?;gym;6,530179332321685E-23;?;?
126;126;?;?;?;?;?;?;?;health;0,00010459900822447987;?;?
126;126;?;?;?;?;?;?;?;hotels;8,936407979310103E-23;?;?
126;126;?;?;?;?;?;?;?;mobileapps;3,8449445909996205E-30;?;?
126;126;?;?;?;?;?;?;?;online_gifts;6,293149650071103E-16;?;?
126;126;?;?;?;?;?;?;?;online_retail;0,000022888958154003653;?;?
126;126;?;?;?;?;?;?;?;online_subscriptions;1,8230432661536815E-30;?;?
126;126;?;?;?;?;?;?;?;personal care;0,5398081872188015;?;?
126;126;?;?;?;?;?;?;?;rideshare;4,51321248412034E-39;?;?
126;126;?;?;?;?;?;?;?;subscriptions;1,7321442094671597E-10;?;?
127;127;8233,233361759125;75;95,14730691048292;4;08.02.2016 18:47:16;20.12.2016 00:54:36;food_delivery;airline;1,582988031648513E-16;9399,449294422662;1052,3240356677345
127;127;?;?;?;?;?;?;?;auto;2,524289342179793E-15;?;?
127;127;?;?;?;?;?;?;?;cable/phone;5,259589383405469E-10;?;?
127;127;?;?;?;?;?;?;?;entertainment;5,370307445249095E-16;?;?
127;127;?;?;?;?;?;?;?;fastfood;9,175375240115616E-30;?;?
127;127;?;?;?;?;?;?;?;food;8,845541086819442E-30;?;?
127;127;?;?;?;?;?;?;?;food_delivery;0,6248286369322414;?;?
127;127;?;?;?;?;?;?;?;fuel;5,961856828453632E-38;?;?
127;127;?;?;?;?;?;?;?;furniture;1,032027640848143E-9;?;?
127;127;?;?;?;?;?;?;?;gym;2,164342063686849E-22;?;?
127;127;?;?;?;?;?;?;?;health;0,37502962908189136;?;?
127;127;?;?;?;?;?;?;?;hotels;6,60568441989683E-30;?;?
127;127;?;?;?;?;?;?;?;mobileapps;1,6613040087608917E-29;?;?
127;127;?;?;?;?;?;?;?;online_gifts;1,136675682566552E-9;?;?
127;127;?;?;?;?;?;?;?;online_retail;3,244113112571999E-9;?;?
127;127;?;?;?;?;?;?;?;online_subscriptions;5,115498907162723E-38;?;?
127;127;?;?;?;?;?;?;?;personal care;0,00014172773100265033;?;?
127;127;?;?;?;?;?;?;?;rideshare;5,1769919528206064E-30;?;?
127;127;?;?;?;?;?;?;?;subscriptions;3,1610921260889684E-10;?;?
128;128;9419,258666956013;74;111,55841676275239;4;06.02.2016 09:08:15;10.12.2016 10:28:04;health;airline;1,629522398798835E-20;12443,577852254431;1006,5680545092292
128;128;?;?;?;?;?;?;?;auto;2,1893185791968627E-19;?;?
128;128;?;?;?;?;?;?;?;cable/phone;0,00023503969379877284;?;?
128;128;?;?;?;?;?;?;?;entertainment;9,830393388721898E-9;?;?
128;128;?;?;?;?;?;?;?;fastfood;3,907828861933817E-34;?;?
128;128;?;?;?;?;?;?;?;food;2,2123226565863365E-26;?;?
128;128;?;?;?;?;?;?;?;food_delivery;0,2776585279513825;?;?
128;128;?;?;?;?;?;?;?;fuel;3,887493064199674E-26;?;?
128;128;?;?;?;?;?;?;?;furniture;0,0004513004813178061;?;?
128;128;?;?;?;?;?;?;?;gym;1,3484078305914956E-26;?;?
128;128;?;?;?;?;?;?;?;health;0,7216549510906767;?;?
128;128;?;?;?;?;?;?;?;hotels;2,892269550789634E-34;?;?
128;128;?;?;?;?;?;?;?;mobileapps;3,853087408552965E-26;?;?
128;128;?;?;?;?;?;?;?;online_gifts;5,553093096725535E-8;?;?
128;128;?;?;?;?;?;?;?;online_retail;6,749618759854716E-8;?;?
128;128;?;?;?;?;?;?;?;online_subscriptions;1,9623293754124702E-42;?;?
128;128;?;?;?;?;?;?;?;personal care;4,7924863225413937E-8;?;?
128;128;?;?;?;?;?;?;?;rideshare;1,1694359889603036E-19;?;?
128;128;?;?;?;?;?;?;?;subscriptions;4,729393833693223E-13;?;?
129;129;14730,928353663656;104;115,49384115235127;4;25.01.2016 02:04:57;19.12.2016 02:32:17;furniture;airline;7,238929843009387E-27;10978,074685867623;1619,3216879746456
129;129;?;?;?;?;?;?;?;auto;1,2008846400930816E-25;?;?
129;129;?;?;?;?;?;?;?;cable/phone;0,36695971063441846;?;?
129;129;?;?;?;?;?;?;?;entertainment;0,00017768000843643804;?;?
129;129;?;?;?;?;?;?;?;fastfood;2,1900212471363315E-41;?;?
