Номер узла;Номер кластера;airline;auto;entertainment;fastfood;food;furniture;health;hotels;online_gifts;online_retail;personal care;rideshare;subscriptions;transactionAmount|Сумма;transactionAmount|Среднее;merchantCategoryCode|Кол-во уникальных;creditLimit|Среднее;currentBalance|Среднее;transactionDateTime|Количество
165;165;3,890350117728992E-6;0,0009688169269034783;0,000777615070314762;0,00010410400805875675;0,15486792125366955;3,035159173786533E-6;6,3495945908323516E-6;0,0754719725292448;0,00007359169701878672;0,005702766812795556;0,000017105914468183306;0,7220869074952619;0,000013271929106069035;12753,827827118099;128,82400350965062;3;4411,687334756691;1048,6898659209994;89
166;166;0,0022999475483825435;0,00010605445034581523;0,0076037204979763585;0,00762530667736834;0,4459878020705174;0,00021211245965176674;3,782243007252263E-7;3,7148777571113292E-6;0,005002702403415267;0,043013502220995;0,006321073559313176;0,45142467481108844;0,0011894182759766658;72369,06551948699;121,46363547829583;4;11359,253674124657;1524,0659481394566;485
167;167;0,000025162970013159234;0,00001970715792818516;0,013082304644136207;0,04411014384676533;0,4553071549973671;0,0056886403134822575;0,000014648469442575764;0,021529104446706394;0,27694609266436265;0,01700300472941065;0,00002206271830337515;0,018536585003370788;0,00001691684833073008;8344,131225564892;99,825426031126;5;15850,526427157254;1178,9948575680473;67
168;168;0,000018479801227649762;0,016555159241672005;0,2891413595755649;0,02844497227049264;0,06957059798113292;5,692212062779473E-6;0,000038697841128794815;0,00004561662986715216;0,4785406704077351;0,016935008764464243;0,00002647563213435411;0,010852940396637962;0,0002707562503873338;17860,412016531074;123,6277073095763;5;8403,456888169532;1667,3378052216995;128
169;169;0,006197182033368051;0,0019446911313167339;0,07119097206710273;0,05779842910782632;0,06378754212590593;0,00009512944298084534;0,001294005985376137;0,011099896123992656;0,6239290116765022;0,08677908993253311;0,0007866388710357004;0,018561156584397102;0,007863527528799772;67561,0595575187;129,05531051231023;8;16023,975175251984;5611,820102688126;487
170;170;0,0016154399303170935;4,123443016448642E-6;0,012749564471760712;0,015642148481399252;0,01730429101055918;1,9942643741262696E-7;9,620020505813928E-6;3,4026160076092293E-6;0,44251893142126236;0,01865202640108616;0,00026259451735318357;0,4634855237419778;1,1243494868277476E-6;10785,4814572083;110,05629835182079;5;7668,337282625622;1420,5915967273131;85
171;171;0,5147152540269887;0,0001241101726006461;0,024815265312834067;0,03109041031031743;0,004252222863240481;1,2292762926272122E-8;0,0002777198898715308;0,00011310753682338849;0,2596339330521302;0,020339807097336002;0,00024832205098658907;0,005694999323855905;0,000043741655804813585;6298,2293616321085;107,90105431867099;4;9584,033733447168;1905,393205378578;50
172;172;0,7990779594436018;0,00002917332899699153;0,03597642218383809;0,017746745652233924;0,00911796847593174;4,7402256690664606E-7;0,0007660464946682271;0,0015308111181110355;0,0006924102574337862;0,06301027036635277;0,0006917093306560882;0,023284901540698504;0,004754336759236009;57690,28177701669;125,60430495782327;6;33469,13283705297;10561,679842096319;401
173;173;0,5286058854577714;0,00350045132651359;0,07105607408707787;0,08233606062571419;0,09915288641212398;0,002295384848957134;0,0004230519363526108;0,011341381915821411;0,003843675101252556;0,03945346860420957;0,005802674789136181;0,038619006044674435;0,03192766183602495;45447,578066730486;128,78692962567217;7;5785,643762817209;2557,506062384885;315
174;174;0,033393490014423856;9,67659978352562E-6;0,001780740677968101;0,0008377734294815768;0,005326794952552909;0,00396605814054206;0,027285932659759895;0,2195095843480886;0,026733850357266418;0,2176463210036408;0,0015848508674218594;0,3774993995413936;0,00023799049772260596;9848,473916891484;111,62394949306713;6;3280,044011469328;846,7492489953188;80
175;175;2,862005138960172E-8;1,9519822010872662E-8;0,006339150259013749;0,028543646816264763;0,036364533033285074;1,7004351467091141E-9;0,0027348784107323557;6,537196297266001E-8;0,004922652036394597;0,32548292558766645;2,2170529539515815E-7;0,5364010898330476;0,01191118633063248;8106,836512416924;113,4607062867336;4;4561,276368287989;573,7109714095715;62
176;176;1,8642374125428436E-7;0,0004557373204673089;5,505916512964595E-7;0,012251322691561537;0,0035232671994157136;2,0203879558304772E-7;4,712765941958511E-6;6,803473711598982E-7;3,193375188165716E-7;0,5224896515250602;0,00010781505555854523;0,44722816378804703;0,012693198720013359;11596,633269200602;175,96705732527337;3;14945,48144113047;1801,1954893234902;77
177;177;1,5502429137038714E-8;0,002335346081814717;0,0018463975893529335;0,21556790064311993;0,000385168947327904;2,606196282047379E-7;2,6923205572408127E-7;0,004136442735534206;0,0065521250010068905;0,7126270924836755;2,832245127033504E-7;0,009932787889614686;0,002298654504492211;12613,250464085955;142,49378325205817;4;15734,895756707338;936,0578697931438;92
178;178;0,0019229958723670833;1,983053757518827E-7;0,0024793958097203165;0,470034737994914;0,0036080590718670234;1,1526789742785258E-6;0,0002712333441760792;4,254905719855639E-6;2,755085850683125E-6;0,49614016359221014;0,011777146765962343;0,0022045358976602375;0,00885987056129115;27723,917428095243;152,0937282423273;3;4456,187705747935;1888,9566036210763;190
179;179;0,00009116427360619903;3,642126628909615E-8;0,021921365192189724;0,49511163733560176;0,007874291410169702;0,005502085308623693;0,0173617781469156;0,020057116854760627;0,0075003248877472915;0,3011151347541587;0,029268584127041867;0,033481973081306335;0,008045759540096467;12374,2031302385;139,67090508083723;4;4564,111521667614;1054,0947043609399;86
180;180;0,00017969103297868516;0,0003047392009658824;0,00947267536908155;0,007047370379143496;0,0020237979979609764;0,00033475427215211816;0,28716837928225175;0,0007136782865591783;0,0010390258931082742;0,0567745922024303;0,0003727171818877646;0,5736868898711501;0,02865831361738343;13243,752585278677;138,11113884501788;6;7118,716798183018;712,1828855054943;94
181;181;0,0006921786543467546;2,592019001647137E-16;0,00075914539358927;0,020354149263243547;0,00925120328012635;6,752691262958196E-10;0,00289184224542327;0,004351120331240175;0,013777877802891579;0,003169706363958817;0,0020890392978363146;0,9128713829415062;0,012422716125091665;11648,888300146302;136,5611737663258;3;13108,011433550384;1714,5045580626131;81
182;182;0,0031912929248054753;6,076908104339562E-8;0,005200647897990778;8,388100410814224E-6;3,6018369282030055E-6;1,4939907590288347E-12;0,022605982753981225;0,0028949493519799608;0,008915948252042682;0,009588760545102175;2,5557522670541127E-7;0,9151769193145164;0,01635854755716254;1693,4211613421246;229,78298465052632;2;5623,979721120387;455,5413579404064;8
183;183;0,0006010643061262128;0,004327569115942773;0,010338918071716684;6,110539991484465E-6;0,003914283398544768;1,4290919894500196E-6;0,0025508346317498014;0,000012198039039910174;0,0027625884080095496;0,23765729351971232;0,004859336459460139;0,7312859965482507;0,00007039964736728371;12885,809960497409;150,42173082640954;3;10741,016739113296;2370,409922888323;89
184;184;0,06609045658666501;0,00004233303745758397;0,29497193085858364;0,0005489433478853238;0,008852790788746005;0,00007286297570367438;0,00032164810080072487;0,0020245896492866533;0,05091780656657939;0,09035066633142531;0,05326812313414882;0,3075796324556783;0,0007346175412159732;6368,430361595991;76,99505165985394;4;12010,36706545816;2169,37023555668;54
185;185;1,6965775166727563E-6;4,0196661629358564E-7;0,4433231437456807;6,327430485960256E-6;0,026338754486843603;1,0861914467724654E-7;4,82789564748571E-7;0,018037895532775437;0,42584119540104776;0,05295943713964224;0,007604665248710054;2,0531592973230314E-6;1,2033699691417603E-6;3381,4251441175516;123,64176133009346;3;6992,560158632639;938,958140670705;27
186;186;0,000016239968700851865;0,006692738074934635;0,38145796214034194;0,04838018054694923;0,02264735082396816;2,025134762095262E-6;0,0032905721890207724;0,028849589666753266;0,31110515064011296;0,07481269360803389;0,000012123699661338366;0,00004910144309467325;0,025749037255537892;11959,628573715057;114,90035537707783;6;10327,279720976345;3019,6890604995115;95
187;187;0,00027580323623346554;0,02181644786982695;0,03861224577207576;0,05624831141997108;0,00658258970893192;0,0007914117152751905;0,01703599191410722;0,02510295074938527;0,33982176322759045;0,2588286126745669;0,002804461411582569;0,11345118362285693;0,000741515790207746;20155,914356094523;122,8713835001403;7;3668,8487677359713;1581,2715637583883;150
188;188;0,5117512164169603;0,0015668364593836648;0,02517469434599756;0,006443062867860826;0,010601985867549226;4,774717909474542E-7;0,04611118371399961;0,00001848182149667835;0,024701751515584205;0,00220578257073083;7,4842274431951055E-6;0,3203302092905107;9,775755158825167E-6;5154,470656795388;114,67886077257329;4;5559,439837501762;835,8418280314263;38
189;189;0,8902357441840738;7,938249919301709E-9;0,009245856366402757;0,006722755444640807;0,0023757181038081025;6,413494473526628E-10;1,6991310626786738E-8;1,5151018988566356E-8;0,00236509266381461;0,015781994683559643;0,0020336025914112848;0,01769788879723594;1,2890985661113834E-8;4770,76446640944;118,31920250440083;2;10905,57648138067;533,9191452420254;36
190;190;0,7569073875132002;0,012117615023410138;0,01295357596853799;0,026517333741225273;0,015218782328429834;0,0008958693756392294;0,001039038791787736;0,009456201904517481;0,007159130521774274;0,04834317439892735;0,02950813041775616;0,025398153818216564;0,003929207931629281;17114,959228430227;131,8837829735344;5;8018,340506503462;2666,687656584066;126
191;191;0,3946727367747866;0,000030177495729349893;0,008959223645307641;0,12553397801029326;0,008030542733272989;9,593599399192557E-6;0,0067136751009863735;0,00016927518325694923;0,00006264868129879884;0,36146723254184504;0,00016136059050527254;0,005928756866480396;0,07156224863402363;58805,83496811073;126,69137492873998;6;9036,708892973884;2725,631278638284;411
192;192;0,008104231108873516;0,005530358386740799;0,04027120306916967;0,014564820303871307;0,04435004094985303;9,113562217805963E-9;1,7761976841599776E-7;0,006581480039494625;0,005903179678209457;0,45603227609172653;0,0006128042485879962;0,33572496632878596;0,016031835823382756;25934,882137956392;122,35391651413507;6;4089,2329065416993;1359,426883631246;201
193;193;0,0060225778148495996;0,00040958266987040163;0,002702673710777242;0,011022976737378344;0,0354330823393357;1,108423632257463E-8;1,762291651543344E-8;0,013483382780344498;2,115844414196431E-8;0,5029359838944027;1,6699983358333184E-8;0,3459721788520591;9,82357557512216E-8;4055,2527231249674;116,65737959961082;3;4594,156242736778;812,5069095839546;35
194;194;3,814840593498254E-7;0,05817074551855679;0,01489871743159993;0,0065730848758694255;3,4924782810076533E-6;0,01010838385962269;1,0218142304005261E-7;0,012105512850470877;2,0044720797128803E-7;0,6549912643708977;1,3021964739652527E-6;0,1745414316746165;0,03356684539540413;7872,961902052806;147,59312017240714;3;5509,606066440339;930,8099964505916;54
195;195;0,000015985998100040412;1,7186874716074174E-9;0,002231279585961099;0,30798381640130595;0,013005249414546349;0,0009700015360129923;2,0553479040653988E-10;0,002348696861160703;0,0019649232681976016;0,6569871810310316;0,0013408023811230687;7,278928841266443E-9;1,9374429625582697E-9;24586,68907246744;118,23328699476582;3;4731,31675487685;885,2966195263729;170
196;196;4,2116448625745034E-6;6,540511639349141E-7;0,029397948768029626;0,3752316978768032;0,014469184416908573;0,012440846789678689;4,567360727318444E-6;0,02749847793149369;0,00425491543347049;0,5043392326222828;0,003402451907626544;0,02189325139637421;0,002325444786465502;20388,075687248627;143,51700698442303;5;3546,109240682949;1039,914109452896;143
197;197;0,00581606796744236;0,0019555904295204167;0,02496663270270083;0,4565735960979258;0,07407620811134114;0,004601709810470238;0,012268764242638362;0,004859044593726438;0,00726076515161907;0,3294397956983435;0,0024174551764647246;0,03457959920903386;0,004637647594454325;134475,23810292743;137,85424164486454;7;4438,679926366313;2090,319558731187;906
198;198;3,574006514942E-8;0,002920385450555031;0,01740120535587679;0,013862195440291094;0,03897554666410791;0,004389561814573492;0,000996720091506244;0,005455616570752308;0,007881776211357706;0,04895985708415969;0,00045116052827426974;0,797516000282759;0,013539596913978262;38313,89347269479;142,24236877165774;6;16713,91974531399;5415,063019879438;259
199;199;0,0005468958460174143;3,329754160013592E-10;0,01919669074126269;0,015578670494313175;0,014635785212792518;0,0039944873897656405;0,000969599773540186;0,007679747907993361;0,007777275427957992;0,029607340960045157;0,005652777668388177;0,8504580897329058;0,003868204274515909;35530,253223675536;128,47871056555908;5;4545,594346839983;1685,607662840052;254
200;200;1,973303911175805E-7;7,075282803712483E-8;0,020284479094166925;0,16912480610895392;0,0217594065126499;4,3298861911802576E-7;0,004972918950636671;0,012630889620125804;0,010849018851916171;0,039235284998127805;1,0220344080423385E-6;0,6931542251888667;0,0010481569736874238;16085,620910683348;154,0485388312601;5;5166,248313847592;1808,9185773698669;108
201;201;3,5184576343835227E-6;1,2723328501647926E-6;0,23897325035322997;0,00008303117459370496;0,000020329952786629722;2,8090875618893812E-6;0,000010324288734644273;9,207648214968557E-6;0,000025701874355352508;0,05430648054218173;0,009920684717395328;0,6464494346234374;0,000010689785901807976;4752,946511376964;130,732598456028;4;11097,51539304551;391,83527094081427;37
202;202;0,0000126512440435037;5,581022737739349E-7;0,5130813966626581;0,007942461190875088;0,004028205264790037;3,4296641166773853E-10;0,005771864643353904;0,00003677932527725285;4,8359444131699654E-6;0,005809175358710949;0,00644962600620437;0,4063305240690523;0,000010025735707364853;8136,236048556915;109,48859042597722;4;10405,263132846732;727,4975944049328;62
203;203;0,01111034016018938;7,640596654289767E-7;0,534569656163107;0,02592301583711676;0,00005304425644224171;1,4099959646095107E-6;0,00023759174101765956;0,31564203887195547;0,012969239328281772;0,015636975754871878;0,031481908488110645;0,005340559774102202;0,000791939101949386;8420,996929039105;139,58529294661693;4;3908,3131744802536;748,9199782495108;60
204;204;0,024746352806416693;0,004138335671863601;0,5622519591629138;0,20925698249973357;0,024318867999352973;0,007645703601697822;0,018091288575553054;0,0017363541702221626;0,003076854659722654;0,03718918149563328;2,506424352236017E-7;0,013865110746103266;0,00005977870856528196;6843,061748504449;102,4486332089519;5;3531,1475381041114;543,2015232689248;59
205;205;0,0025955037936022194;3,835742378485197E-6;0,5035889062647393;0,3409685329789948;0,005146571487396014;0,0009468231563799604;0,015473147676171778;0,017624994485072352;0,019680919558405254;0,021902407848984395;0,009770059012330565;0,0023897310507177186;0,012989974192766577;37415,64442261082;131,23068650041074;7;7409,073356706711;2866,584595319883;266
206;206;0,07840780164233357;0,0015047525531439693;0,24616180005030544;0,2397698581278042;0,004962674742478735;0,000012098654966223948;0,00005007484223313883;0,00004826750395031156;0,002876128537736439;0,0057630678937790995;0,000018456464867711193;0,06012920417240938;0,018588988922848514;3062,108594174805;75,33645311315142;4;8617,610064695493;1298,6827660205538;34
207;207;0,42960474741589677;1,0645823783243903E-6;0,00017392093459829197;0,17495754240101588;0,016760404470909037;9,131629382503979E-6;0,00003985054317952001;0,00001366350507922442;0,000046087864935073224;0,048211679560466306;0,002957302312320377;0,00020281672473527023;0,004466212688508742;2109,4810598911404;59,536141638874305;4;10335,928631902305;796,8536190971445;28
208;208;0,4877418604335039;7,63521179501832E-6;0,01830670196009648;0,00011867992470246459;0,0009779551088101828;0,000010465676684186333;0,03782123137499862;0,0155581644005717;0,000017497149599377535;0,32907877717701994;0,000028301307011513;0,009884949404884677;0,030373899760847457;3025,92766736995;123,84453718905428;3;12037,279413586939;524,591278191172;24
209;209;0,311836752546001;0,00004457761708999563;0,0035304968126645426;0,0007953777457825277;0,011594362195684672;0,0000642664353104366;0,00010636798402611204;0,00022227192089429687;0,00006337247665838399;0,5921193714845471;0,017848611970785345;0,013824503501463546;0,00018414758283278934;7057,782355061661;131,35412690058058;4;7231,17871043481;1894,2677962534449;57
210;210;0,0015487090786541506;0,0027344321837111246;0,008260945945632097;0,03120698258196022;0,013716226948930873;5,013304513754267E-6;0,005583933011358927;0,000016113372722635646;0,01299045789456555;0,6072122597724866;0,008119938959812934;0,2602207111043287;0,02791256030613049;29662,602143161028;132,88960642808536;6;14822,619681593656;6070,259002571896;210
211;211;0,012239199859151883;4,4438895505138747E-7;0,003994929733880061;0,03925165537894987;0,008004038334668066;2,010758469233841E-6;0,011524162387857839;0,0002127173755465939;3,2224678601581397E-6;0,6316759644209375;0,010423368327412719;0,23816556116454946;0,002077535727130027;12427,399348565476;104,29981720301345;5;4133,586405562412;970,8837354731597;95
212;212;5,226983433544793E-6;0,0018252576563026774;0,004966753563698644;0,0052989456186152565;0,007791127561983616;1,5092213261554519E-6;0,00002778783694858052;5,453339183521329E-6;0,004037247228911826;0,7639987978648944;0,00406891373069108;0,18513638251786818;0,006878548065606547;15465,746465869885;125,74632002052967;4;2888,2453696795174;909,6563945493131;111
213;213;0,0006243607718842965;3,2291997043209326E-8;0,007110226559323449;0,15086126559477592;0,0000722696638926431;4,556664126028906E-9;2,374275621951306E-8;1,6720447092351275E-8;2,8232925459609925E-8;0,782865897181677;0,015845211135466497;0,005187579719269886;0,0001357139691617431;18339,939146607692;131,7922358645945;4;5126,075528175809;950,1681868760145;128
214;214;0,0055148984306061894;8,952727460202765E-8;0,015425265798234155;0,247142830558443;0,014004491697457;0,00028246311487323256;0,0018750634134449148;1,555654227749353E-6;0,0092198469616013;0,6678186158409026;0,01045457511578026;0,004663997960907836;0,0009527269906517121;39177,25401559837;134,89033760191455;6;3269,5375952059;1493,0100647803483;274
215;215;0,010845901787780481;0,003289124841212491;0,05399472259788462;0,25987292216049085;0,008872823446083032;1,240210527744695E-6;9,414969484011787E-7;0,02902599802033356;0,019359192973069903;0,47869054526046123;0,0018920090223097418;0,007048057170593535;0,06734365853488279;18084,927782317838;128,03291319483816;6;9016,747802906904;1735,431859765622;131
216;216;0,0039584052265548945;0,005241778632033637;0,01316692096264507;0,012795760300299077;0,020618109188914158;7,620126044851121E-7;0,010635050695199561;0,0013493821098068592;0,004600232028184198;0,2340116473315926;0,017119651182761226;0,6114297300953687;0,017567279818317443;44924,15529684726;125,2997691208264;6;7911,517110057355;2190,089844060031;328
217;217;2,980295329313811E-6;0,003808777293104834;0,1814280147715803;0,01836526529001962;0,039485895145458236;4,5909137750522425E-6;9,78889559545958E-6;0,0003174246601711658;0,023290019777803445;0,0386277176274172;0,02615238232412785;0,5799128936115147;0,00554663737431904;16484,221906959418;112,75932013652724;6;6618,811191300767;1620,1779215028873;120
218;218;0,004626066710635635;0,00004939639048167862;0,4724937790929125;0,010570576190724594;0,009820315399329234;0,009059139619638652;0,008570012748837818;0,009237978302874837;0,0037701248327576976;0,07325946451089523;0,018549172458264766;0,359037255806841;0,0011950110525761823;21388,033049336052;138,60852255520018;5;2683,118328228125;967,0338825017682;148
219;219;0,0005759831067530747;0,0016409673118613452;0,7301521269021154;0,002179343435549531;0,0005703368747143497;0,0002715219817344318;0,0007247605442688363;0,0003037181858606885;0,0005640598150032647;0,003308925304529832;0,00042043644391006447;0,20937979914591892;0,00010100236282815796;5581,38714132128;105,1031480778105;3;4092,408844230385;816,0661947613128;49
220;220;0,00009227263611836187;5,5123654626592696E-11;0,6810283629697583;0,021907914532915292;0,010031757880925848;3,500251269919495E-10;0,015005035485667846;1,7986006308395956E-7;2,2357694386457822E-8;0,0110988037778953;2,8580217202298257E-8;0,0040963672543680215;0,03069652600895025;1331,5983583680577;60,47836598532953;3;4863,112776084513;287,71464121923293;20
221;221;0,0000151302424933125;5,430813677429243E-7;0,6338113351733395;0,00025866614592917576;0,07212341323531606;0,00001858737387773591;0,00001786706370889249;0,00003312435517228681;2,9219681232537578E-6;0,004375545811711177;0,032585233855713575;0,000011403347226755448;0,049843875374113215;2114,2731463010546;77,43991455189052;3;15484,175250245524;615,5730301329404;26
222;222;8,498850846147218E-8;1,1963492299277023E-8;0,48952977339331816;0,4283196831762588;0,0012118874602803384;5,967619668713279E-8;0,00036214383907528765;0,0009470686782889452;0,0012477563208299102;0,0187912834841638;7,440469190028843E-7;0,022639210875928892;0,016097479266446637;6837,815568211245;143,87012584815886;3;11954,563111048114;1770,1506837300442;48
223;223;0,0005357857546333747;1,5545153089437348E-7;0,330004462489241;0,4795702113917817;0,05103174840928931;1,981223515784128E-6;9,762154266741345E-6;9,720165438404609E-6;0,005372346494138489;0,03689640784284284;0,008233403679555272;0,0022237659334801573;0,00009311856763015466;5874,316576106077;111,24853737448485;5;2371,953042195384;917,9779743059097;47
224;224;0,015022654262008103;1,055145906388346E-7;0,007450184133771428;0,27011549756483744;0,022086071301726802;0,010372686707695122;6,398399545785948E-7;0,0063272792392671424;0,004111591511997311;0,13423370184924305;0,004270451127095194;0,000012976654792908994;0,008126658368713768;1989,5012031294966;57,728589277172155;5;4590,391663998991;266,8086018269438;35
225;225;7,590903628593504E-7;1,4724379898636148E-8;0,0015474980899581007;6,991861183590601E-7;0,0034909086633098003;2,9076340891713228E-8;3,9636357075069774E-8;5,397060748779743E-8;0,01591584018764445;0,2430957140204096;1,937590480781228E-8;0,00008084192339620074;4,039430139013306E-8;1392,2250347586546;51,12526469282183;3;8110,511102299608;342,79350956600905;26
226;226;0,0029556575050933946;0,020554838068409183;0,029084067136984967;0,06656641228612752;0,015369577364564537;0,020611745519304635;0,011640656721617912;0,011691229638269096;0,00603399820311019;0,3423134592056454;8,208315731895151E-7;0,017085940341677316;1,096232016229033E-6;2337,230855081859;64,78152833752154;5;16853,395494649158;394,8482993500653;34
227;227;0,007976565311197123;0,005538043745009319;0,01451427912557055;0,05615420743237138;0,011196521939981987;0,012383358778240764;0,0057067812192462455;0,05933803677467898;0,01992596845418977;0,6553272858138539;0,014681878669511188;0,013531853574725524;0,00419924869412085;5607,013418499696;90,11758294228737;6;16888,099972978787;1073,753532537825;59
228;228;1,8600266660081361E-6;6,161137803357085E-6;0,027688509519467993;0,0260616124346556;0,16261712235647346;0,04549024761097519;0,0072365829341223325;0,06135364229043219;0,0012653495081104635;0,6328536291450605;0,01227894870259388;0,010435684724536709;0,004389032441707196;45436,637052286795;150,11633097718828;5;9188,07384569173;4434,181675432339;316
229;229;6,7350618286162335E-6;7,004163198220141E-6;0,005892103870513037;0,03219093107350056;0,002314968948249027;8,245843712955171E-6;0,28799948985308305;0,00008524678258117365;0,0008927633977138717;0,6348617691874094;0,00006517691585302242;0,01062767002356559;8,292158755889807E-6;17239,021118009026;127,60233107609875;4;5928,2165793624945;1564,6079001957771;125
230;230;0,005411648258392608;0,002254897603618851;0,00924866077486738;0,015441971545480635;0,025888765008416772;4,631943104163597E-9;0,005216164892426241;0,004312496523992904;0,008661376779685346;0,8807985440960907;0,003754185517089066;0,007225763519878974;0,003544482369930127;35615,58774511405;133,8738764163288;6;991,8005839838937;512,456239478619;257
231;231;0,023791708665356927;0,021891094514782383;0,03545055658093434;0,017162148236312885;0,019771602247669082;1,5442765358923104E-8;0,0449726392393918;0,011359808535648481;0,0276980321916806;0,7182525579807764;0,0000818138442514389;0,02356417125524881;0,0026517583972237896;19987,415976295884;123,20899317486554;6;3932,9794798037738;814,0622844977714;154
232;232;0,003873936247715864;2,6397968946852946E-6;0,17745286821893688;0,041966306248443414;0,013428156454321516;0,0035134672364425337;0,0042793430501447145;0,006568985970945759;0,06112817051081731;0,6104566303056125;0,006661409189103011;0,008912321133595559;0,013512187331087671;35941,879604817594;140,31773930848072;7;5177,062743061847;1926,237998706209;251
233;233;0,01862399993902503;0,046160812559891455;0,008709644830851217;0,054387775774898554;0,022588229834064773;0,04225328416862619;0,0444765350232137;1,861574179093051E-6;0,010593001048135948;0,45245728579897115;0,017268038286246432;0,02417881744614352;0,034589994020629615;9034,11993674401;94,025413367295;7;3373,6076455115303;720,9684266788124;91
234;234;0,0016439903078383773;0,02914398072954775;0,012035180724657969;0,08111364649056385;0,04715543584995848;0,048783731054557446;0,001334930897090883;0,022083067725859;0,058039334618696245;0,06428640099246807;0,013621456318257851;0,5351243678772154;0,013957179444576862;24744,69112650687;120,17853710211358;7;4243,01830472086;1534,720854502948;189
235;235;0,00529428758670917;0,015935813677995025;0,3287955700670414;0,04412428902519933;0,03852705797189686;6,360320006136261E-6;0,021092521174386515;0,008053939071954007;0,026351487541328766;0,02460296590678288;0,04996607982065804;0,41302858604039494;0,010972098892386432;120820,4976199644;141,83888603645576;8;7132,408694083001;3846,1210737696365;824
236;236;0,000031037280336627916;0,07247239718812745;0,4805007615852375;0,02504974966435751;0,01673775186236111;0,00001294775987331715;0,00001632804707560372;0,00002608734810814616;0,039590702853826244;0,008537428598674575;0,0018622802157776733;0,07807003650611732;0,04039214908799077;26680,107884932542;93,65250582958294;6;4690,807355645417;1035,9876017066526;190
237;237;0,03911458099205887;0,05314296126019014;0,6815815284448683;0,03003474667250313;0,008505754255979062;1,970933013180452E-6;0,012395583837865744;6,232057008229468E-8;0,009865403949163392;0,025849840755662386;0,004702893768679943;0,007356082288456894;0,0006826883305186862;6456,092986720371;112,85974271013032;4;4316,845088701924;1487,9309934252187;55
238;238;9,538186147257497E-9;1,6742297005239442E-8;0,9566823542712505;0,00042529446964843255;2,3706057379913695E-8;1,5940595682407152E-9;0,0004517527619921039;0,0018231784763232685;0,006687711844167084;0,022240929643293574;1,819808584250925E-9;2,4786023577474524E-8;1,1327673125884338E-8;2684,6205050772337;139,9151519071146;2;3489,6418481493565;706,0567711844733;18
239;239;1,3194018305285323E-8;1,1471370860230809E-8;0,9538556372341415;3,312171070617659E-7;0,0026112074036738187;4,045243305982208E-8;4,480137554971697E-8;5,0026109192608336E-8;4,345743263481066E-8;1,8539519130623402E-7;2,1445882881833578E-8;0,0028292524568427576;7,622314819852165E-8;2562,688077468156;92,95115053323424;2;16900,868551208256;981,833842775075;22
240;240;2,646057610771897E-6;4,318604436993852E-6;0,7091145016011144;0,20778371090339212;0,010096473607195055;0,010489867213230015;5,633897612779071E-6;4,0287143805543E-6;1,8809830119767918E-6;0,019910694958264065;0,0028975069976746246;0,005604997361660184;0,000020566142220524466;6914,8671769801385;122,52042653487433;4;14984,997298109694;1079,2871679267312;54
241;241;9,213484919858015E-7;1,406421787265415E-6;0,38313376253700465;0,2979570133148224;0,021692799283299948;0,0038094526215943;0,005695202310061046;0,0004901034559517193;2,2830939732706743E-6;0,15104404824662312;0,019155583500552433;0,038700511272815666;3,50442249670827E-6;7911,905350257782;134,59700395048156;5;12808,069588640561;2527,044922609888;57
242;242;5,6375685163104475E-6;1,937509053677312E-6;0,24102645773611592;0,23477369336523363;0,008290700105537698;0,000010777875131307724;0,025094842243867793;0,0278765458866219;0,036332376444457956;0,3508786549096647;0,02902632691792506;0,000022153940277380926;0,011506377941360736;31859,853198804154;131,2859832955893;5;2992,3937479563006;944,9566705048902;219
243;243;0,005469722517583988;0,0015670859687331115;1,0548693434574174E-6;0,04221378455331879;3,0619331887836537E-7;1,1671045458527757E-7;4,7551799457589016E-8;0,02046603004781503;0,03530051413041239;0,34416657549964036;0,005651220116735492;0,019493519788537375;6,269050800956421E-8;2311,751660044767;59,73630701790515;5;4139,951416064539;625,0843097248472;38
244;244;1,2847097123269288E-7;3,1647825764805095E-7;8,818338703795552E-7;0,0032385978254411375;0,0015164848610029122;8,335288567490023E-7;2,1510488491761448E-7;2,2005931867488958E-7;0,005640703120581553;0,4808523082832688;9,344896435866892E-8;6,687987604518897E-7;3,3495571531731093E-7;940,2104029186454;55,260689565006864;3;4683,157397668485;160,41726864898357;16
245;245;8,957804164588137E-7;0,013029723592325201;0,0032639540426676744;0,01210006226754956;5,084314314940343E-6;0,010362047218971885;0,010803948059079102;3,11162625346339E-6;2,417770040036989E-6;0,6008170015755543;1,6626775844924696E-6;0,00001112546051297494;0,008639631523657645;1735,0488404044709;53,0335134589857;3;18183,382825818662;337,2083108226293;28
246;246;0,00041211330427220474;0,0045242154670982705;0,028609972231928175;0,007887170356503555;0,09986290568777391;0,01698566550650382;1,9644509489975595E-6;0,0037627017126459507;0,012161172246052752;0,7302188756133902;0,030659697741956905;3,5630296936900985E-6;0,038592918162667855;12535,908225411073;142,4920781807105;4;17322,927104601134;1536,0550569372137;83
247;247;2,738990379344923E-8;0,002214259233972555;0,00943150079330314;0,0020283764484484356;0,17143432754918947;1,3625770984149558E-7;0,00487210820415581;0,0022883128927276225;0,008595047378741444;0,7526805768387959;0,01736360230732171;0,005246875580442508;0,006662050046994746;15367,318901243063;138,08704393111262;4;6722,090288359345;2218,3807962146498;110
